,protein,layer,value
93105,DBH,IVb,
93106,NET,IVb,
93107,DBH,IVc,
93108,NET,IVc,
93109,DBH,IVc,
93110,NET,IVc,
93111,DBH,V,
93112,NET,V,
93113,DBH,VI,
93114,NET,VI,
93115,DBH,I,
93116,NET,I,
93117,DBH,II,
93118,NET,II,
93119,DBH,III,
93120,NET,III,
93121,DBH,IVa,
93122,NET,IVa,
93123,DBH,IVb,
93124,NET,IVb,
93125,DBH,IVc,
93126,NET,IVc,
93127,DBH,IVc,
93128,NET,IVc,
93129,DBH,V,
93130,NET,V,
93131,DBH,VI,
93132,NET,VI,
93133,DBH,I,
93134,NET,I,
93135,DBH,II,
93136,NET,II,
93137,DBH,III,
93138,NET,III,
93139,DBH,IVa,
93140,NET,IVa,
93141,DBH,IVb,
93142,NET,IVb,
93143,DBH,IVc,
93144,NET,IVc,
93145,DBH,IVc,
93146,NET,IVc,
93147,DBH,V,
93148,NET,V,
93149,DBH,VI,
93150,NET,VI,
93151,DBH,I,
93152,NET,I,
93153,DBH,II,
93154,NET,II,
93155,DBH,III,
93156,NET,III,
93157,DBH,IVa,
93158,NET,IVa,
93159,DBH,IVb,
93160,NET,IVb,
93161,DBH,IVc,
93162,NET,IVc,
93163,DBH,IVc,
93164,NET,IVc,
93165,DBH,V,
93166,NET,V,
93167,DBH,VI,
93168,NET,VI,
93169,DBH,I,
93170,NET,I,
93171,DBH,II,
93172,NET,II,
93173,DBH,III,
93174,NET,III,
93175,DBH,IVa,
93176,NET,IVa,
93177,DBH,IVb,
93178,NET,IVb,
93179,DBH,IVc,
93180,NET,IVc,
93181,DBH,IVc,
93182,NET,IVc,
93183,DBH,V,
93184,NET,V,
93185,DBH,VI,
93186,NET,VI,
93187,DBH,I,
93188,NET,I,
93189,DBH,II,
93190,NET,II,
93191,DBH,III,
93192,NET,III,
93193,DBH,IVa,
93194,NET,IVa,
93195,DBH,IVb,
93196,NET,IVb,
93197,DBH,IVc,
93198,NET,IVc,
93199,DBH,IVc,
93200,NET,IVc,
93201,DBH,V,
93202,NET,V,
93203,DBH,VI,
93204,NET,VI,
93205,DBH,I,
93206,NET,I,
93207,DBH,II,
93208,NET,II,
93209,DBH,III,
93210,NET,III,
93211,DBH,IVa,
93212,NET,IVa,
93213,DBH,IVb,
93214,NET,IVb,
93215,DBH,IVc,
93216,NET,IVc,
93217,DBH,IVc,
93218,NET,IVc,
93219,DBH,V,
93220,NET,V,
93221,DBH,VI,
93222,NET,VI,
93223,DBH,I,
93224,NET,I,
93225,DBH,II,
93226,NET,II,
93227,DBH,III,
93228,NET,III,
93229,DBH,IVa,
93230,NET,IVa,
93231,DBH,IVb,
93232,NET,IVb,
93233,DBH,IVc,
93234,NET,IVc,
93235,DBH,IVc,
93236,NET,IVc,
93237,DBH,V,
93238,NET,V,
93239,DBH,VI,
93240,NET,VI,
93241,DBH,I,
93242,NET,I,
93243,DBH,II,
93244,NET,II,
93245,DBH,III,
93246,NET,III,
93247,DBH,IVa,
93248,NET,IVa,
93249,DBH,IVb,
93250,NET,IVb,
93251,DBH,IVc,
93252,NET,IVc,
93253,DBH,IVc,
93254,NET,IVc,
93255,DBH,V,
93256,NET,V,
93257,DBH,VI,
93258,NET,VI,
93259,DBH,I,
93260,NET,I,
93261,DBH,II,
93262,NET,II,
93263,DBH,III,
93264,NET,III,
93265,DBH,IVa,
93266,NET,IVa,
93267,DBH,IVb,
93268,NET,IVb,
93269,DBH,IVc,
93270,NET,IVc,
93271,DBH,IVc,
93272,NET,IVc,
93273,DBH,V,
93274,NET,V,
93275,DBH,VI,
93276,NET,VI,
93277,DBH,I,
93278,NET,I,
93279,DBH,II,
93280,NET,II,
93281,DBH,III,
93282,NET,III,
93283,DBH,IVa,
93284,NET,IVa,
93285,DBH,IVb,
93286,NET,IVb,
93287,DBH,IVc,
93288,NET,IVc,
93289,DBH,IVc,
93290,NET,IVc,
93291,DBH,V,
93292,NET,V,
93293,DBH,VI,
93294,NET,VI,
93295,DBH,I,
93296,NET,I,
93297,DBH,II,
93298,NET,II,
93299,DBH,III,
93300,NET,III,
93301,DBH,IVa,
93302,NET,IVa,
93303,DBH,IVb,
93304,NET,IVb,
93305,DBH,IVc,
93306,NET,IVc,
93307,DBH,IVc,
93308,NET,IVc,
93309,DBH,V,
93310,NET,V,
93311,DBH,VI,
93312,NET,VI,
93313,DBH,I,
93314,NET,I,
93315,DBH,II,
93316,NET,II,
93317,DBH,III,
93318,NET,III,
93319,DBH,IVa,
93320,NET,IVa,
93321,DBH,IVb,
93322,NET,IVb,
93323,DBH,IVc,
93324,NET,IVc,
93325,DBH,IVc,
93326,NET,IVc,
93327,DBH,V,
93328,NET,V,
93329,DBH,VI,
93330,NET,VI,
93331,DBH,I,
93332,NET,I,
93333,DBH,II,
93334,NET,II,
93335,DBH,III,
93336,NET,III,
93337,DBH,IVa,
93338,NET,IVa,
93339,DBH,IVb,
93340,NET,IVb,
93341,DBH,IVc,
93342,NET,IVc,
93343,DBH,IVc,
93344,NET,IVc,
93345,DBH,V,
93346,NET,V,
93347,DBH,VI,
93348,NET,VI,
93349,DBH,I,
93350,NET,I,
93351,DBH,II,
93352,NET,II,
93353,DBH,III,
93354,NET,III,
93355,DBH,IVa,
93356,NET,IVa,
93357,DBH,IVb,
93358,NET,IVb,
93359,DBH,IVc,
93360,NET,IVc,
93361,DBH,IVc,
93362,NET,IVc,
93363,DBH,V,
93364,NET,V,
93365,DBH,VI,
93366,NET,VI,
93367,DBH,I,
93368,NET,I,
93369,DBH,II,
93370,NET,II,
93371,DBH,III,
93372,NET,III,
93373,DBH,IVa,
93374,NET,IVa,
93375,DBH,IVb,
93376,NET,IVb,
93377,DBH,IVc,
93378,NET,IVc,
93379,DBH,IVc,
93380,NET,IVc,
93381,DBH,V,
93382,NET,V,
93383,DBH,VI,
93384,NET,VI,
93385,DBH,I,
93386,NET,I,
93387,DBH,II,
93388,NET,II,
93389,DBH,III,
93390,NET,III,
93391,DBH,IVa,
93392,NET,IVa,
93393,DBH,IVb,
93394,NET,IVb,
93395,DBH,IVc,
93396,NET,IVc,
93397,DBH,IVc,
93398,NET,IVc,
93399,DBH,V,
93400,NET,V,
93401,DBH,VI,
93402,NET,VI,
93403,DBH,I,
93404,NET,I,
93405,DBH,II,
93406,NET,II,
93407,DBH,III,
93408,NET,III,
93409,DBH,IVa,
93410,NET,IVa,
93411,DBH,IVb,
93412,NET,IVb,
93413,DBH,IVc,
93414,NET,IVc,
93415,DBH,IVc,
93416,NET,IVc,
93417,DBH,V,
93418,NET,V,
93419,DBH,VI,
93420,NET,VI,
93421,DBH,I,
93422,NET,I,
93423,DBH,II,
93424,NET,II,
93425,DBH,III,
93426,NET,III,
93427,DBH,IVa,
93428,NET,IVa,
93429,DBH,IVb,
93430,NET,IVb,
93431,DBH,IVc,
93432,NET,IVc,
93433,DBH,IVc,
93434,NET,IVc,
93435,DBH,V,
93436,NET,V,
93437,DBH,VI,
93438,NET,VI,
93439,DBH,I,
93440,NET,I,
93441,DBH,II,
93442,NET,II,
93443,DBH,III,
93444,NET,III,
93445,DBH,IVa,
93446,NET,IVa,
93447,DBH,IVb,
93448,NET,IVb,
93449,DBH,IVc,
93450,NET,IVc,
93451,DBH,IVc,
93452,NET,IVc,
93453,DBH,V,
93454,NET,V,
93455,DBH,VI,
93456,NET,VI,
93457,DBH,I,
93458,NET,I,
93459,DBH,II,
93460,NET,II,
93461,DBH,III,
93462,NET,III,
93463,DBH,IVa,
93464,NET,IVa,
93465,DBH,IVb,
93466,NET,IVb,
93467,DBH,IVc,
93468,NET,IVc,
93469,DBH,IVc,
93470,NET,IVc,
93471,DBH,V,
93472,NET,V,
93473,DBH,VI,
93474,NET,VI,
93475,DBH,I,
93476,NET,I,
93477,DBH,II,
93478,NET,II,
93479,DBH,III,
93480,NET,III,
93481,DBH,IVa,
93482,NET,IVa,
93483,DBH,IVb,
93484,NET,IVb,
93485,DBH,IVc,
93486,NET,IVc,
93487,DBH,IVc,
93488,NET,IVc,
93489,DBH,V,
93490,NET,V,
93491,DBH,VI,
93492,NET,VI,
93493,DBH,I,
93494,NET,I,
93495,DBH,II,
93496,NET,II,
93497,DBH,III,
93498,NET,III,
93499,DBH,IVa,
93500,NET,IVa,
93501,DBH,IVb,
93502,NET,IVb,
93503,DBH,IVc,
93504,NET,IVc,
93505,DBH,IVc,
93506,NET,IVc,
93507,DBH,V,
93508,NET,V,
93509,DBH,VI,
93510,NET,VI,
93511,DBH,I,
93512,NET,I,
93513,DBH,II,
93514,NET,II,
93515,DBH,III,
93516,NET,III,
93517,DBH,IVa,
93518,NET,IVa,
93519,DBH,IVb,
93520,NET,IVb,
93521,DBH,IVc,
93522,NET,IVc,
93523,DBH,IVc,
93524,NET,IVc,
93525,DBH,V,
93526,NET,V,
93527,DBH,VI,
93528,NET,VI,
93529,DBH,I,
93530,NET,I,
93531,DBH,II,
93532,NET,II,
93533,DBH,III,
93534,NET,III,
93535,DBH,IVa,
93536,NET,IVa,
93537,DBH,IVb,
93538,NET,IVb,
93539,DBH,IVc,
93540,NET,IVc,
93541,DBH,IVc,
93542,NET,IVc,
93543,DBH,V,
93544,NET,V,
93545,DBH,VI,
93546,NET,VI,
93547,DBH,I,
93548,NET,I,
93549,DBH,II,
93550,NET,II,
93551,DBH,III,
93552,NET,III,
93553,DBH,IVa,
93554,NET,IVa,
93555,DBH,IVb,
93556,NET,IVb,
93557,DBH,IVc,
93558,NET,IVc,
93559,DBH,IVc,
93560,NET,IVc,
93561,DBH,V,
93562,NET,V,
93563,DBH,VI,
93564,NET,VI,
93565,DBH,I,
93566,NET,I,
93567,DBH,II,
93568,NET,II,
93569,DBH,III,
93570,NET,III,
93571,DBH,IVa,
93572,NET,IVa,
93573,DBH,IVb,
93574,NET,IVb,
93575,DBH,IVc,
93576,NET,IVc,
93577,DBH,IVc,
93578,NET,IVc,
93579,DBH,V,
93580,NET,V,
93581,DBH,VI,
93582,NET,VI,
93583,DBH,I,
93584,NET,I,
93585,DBH,II,
93586,NET,II,
93587,DBH,III,
93588,NET,III,
93589,DBH,IVa,
93590,NET,IVa,
93591,DBH,IVb,
93592,NET,IVb,
93593,DBH,IVc,
93594,NET,IVc,
93595,DBH,IVc,
93596,NET,IVc,
93597,DBH,V,
93598,NET,V,
93599,DBH,VI,
93600,NET,VI,
93601,DBH,I,
93602,NET,I,
93603,DBH,II,
93604,NET,II,
93605,DBH,III,
93606,NET,III,
93607,DBH,IVa,
93608,NET,IVa,
93609,DBH,IVb,
93610,NET,IVb,
93611,DBH,IVc,
93612,NET,IVc,
93613,DBH,IVc,
93614,NET,IVc,
93615,DBH,V,
93616,NET,V,
93617,DBH,VI,
93618,NET,VI,
93619,DBH,I,
93620,NET,I,
93621,DBH,II,
93622,NET,II,
93623,DBH,III,
93624,NET,III,
93625,DBH,IVa,
93626,NET,IVa,
93627,DBH,IVb,
93628,NET,IVb,
93629,DBH,IVc,
93630,NET,IVc,
93631,DBH,IVc,
93632,NET,IVc,
93633,DBH,V,
93634,NET,V,
93635,DBH,VI,
93636,NET,VI,
93637,DBH,I,
93638,NET,I,
93639,DBH,II,
93640,NET,II,
93641,DBH,III,
93642,NET,III,
93643,DBH,IVa,
93644,NET,IVa,
93645,DBH,IVb,
93646,NET,IVb,
93647,DBH,IVc,
93648,NET,IVc,
93649,DBH,IVc,
93650,NET,IVc,
93651,DBH,V,
93652,NET,V,
93653,DBH,VI,
93654,NET,VI,
93655,DBH,I,
93656,NET,I,
93657,DBH,II,
93658,NET,II,
93659,DBH,III,
93660,NET,III,
93661,DBH,IVa,
93662,NET,IVa,
93663,DBH,IVb,
93664,NET,IVb,
93665,DBH,IVc,
93666,NET,IVc,
93667,DBH,IVc,
93668,NET,IVc,
93669,DBH,V,
93670,NET,V,
93671,DBH,VI,
93672,NET,VI,
93673,DBH,I,
93674,NET,I,
93675,DBH,II,
93676,NET,II,
93677,DBH,III,
93678,NET,III,
93679,DBH,IVa,
93680,NET,IVa,
93681,DBH,IVb,
93682,NET,IVb,
93683,DBH,IVc,
93684,NET,IVc,
93685,DBH,IVc,
93686,NET,IVc,
93687,DBH,V,
93688,NET,V,
93689,DBH,VI,
93690,NET,VI,
93691,DBH,I,
93692,NET,I,
93693,DBH,II,
93694,NET,II,
93695,DBH,III,
93696,NET,III,
93697,DBH,IVa,
93698,NET,IVa,
93699,DBH,IVb,
93700,NET,IVb,
93701,DBH,IVc,
93702,NET,IVc,
93703,DBH,IVc,
93704,NET,IVc,
93705,DBH,V,
93706,NET,V,
93707,DBH,VI,
93708,NET,VI,
93709,DBH,I,
93710,NET,I,
93711,DBH,II,
93712,NET,II,
93713,DBH,III,
93714,NET,III,
93715,DBH,IVa,
93716,NET,IVa,
93717,DBH,IVb,
93718,NET,IVb,
93719,DBH,IVc,
93720,NET,IVc,
93721,DBH,IVc,
93722,NET,IVc,
93723,DBH,V,
93724,NET,V,
93725,DBH,VI,
93726,NET,VI,
93727,DBH,I,
93728,NET,I,
93729,DBH,II,
93730,NET,II,
93731,DBH,III,
93732,NET,III,
93733,DBH,IVa,
93734,NET,IVa,
93735,DBH,IVb,
93736,NET,IVb,
93737,DBH,IVc,
93738,NET,IVc,
93739,DBH,IVc,
93740,NET,IVc,
93741,DBH,V,
93742,NET,V,
93743,DBH,VI,
93744,NET,VI,
93745,DBH,I,
93746,NET,I,
93747,DBH,II,
93748,NET,II,
93749,DBH,III,
93750,NET,III,
93751,DBH,IVa,
93752,NET,IVa,
93753,DBH,IVb,
93754,NET,IVb,
93755,DBH,IVc,
93756,NET,IVc,
93757,DBH,IVc,
93758,NET,IVc,
93759,DBH,V,
93760,NET,V,
93761,DBH,VI,
93762,NET,VI,
93763,DBH,I,
93764,NET,I,
93765,DBH,II,
93766,NET,II,
93767,DBH,III,
93768,NET,III,
93769,DBH,IVa,
93770,NET,IVa,
93771,DBH,IVb,
93772,NET,IVb,
93773,DBH,IVc,
93774,NET,IVc,
93775,DBH,IVc,
93776,NET,IVc,
93777,DBH,V,
93778,NET,V,
93779,DBH,VI,
93780,NET,VI,
93781,DBH,I,
93782,NET,I,
93783,DBH,II,
93784,NET,II,
93785,DBH,III,
93786,NET,III,
93787,DBH,IVa,
93788,NET,IVa,
93789,DBH,IVb,
93790,NET,IVb,
93791,DBH,IVc,
93792,NET,IVc,
93793,DBH,IVc,
93794,NET,IVc,
93795,DBH,V,
93796,NET,V,
93797,DBH,VI,
93798,NET,VI,
93799,DBH,I,
93800,NET,I,
93801,DBH,II,
93802,NET,II,
93803,DBH,III,
93804,NET,III,
93805,DBH,IVa,
93806,NET,IVa,
93807,DBH,IVb,
93808,NET,IVb,
93809,DBH,IVc,
93810,NET,IVc,
93811,DBH,IVc,
93812,NET,IVc,
93813,DBH,V,
93814,NET,V,
93815,DBH,VI,
93816,NET,VI,
93817,DBH,I,
93818,NET,I,
93819,DBH,II,
93820,NET,II,
93821,DBH,III,
93822,NET,III,
93823,DBH,IVa,
93824,NET,IVa,
93825,DBH,IVb,
93826,NET,IVb,
93827,DBH,IVc,
93828,NET,IVc,
93829,DBH,IVc,
93830,NET,IVc,
93831,DBH,V,
93832,NET,V,
93833,DBH,VI,
93834,NET,VI,
93835,DBH,I,
93836,NET,I,
93837,DBH,II,
93838,NET,II,
93839,DBH,III,
93840,NET,III,
93841,DBH,IVa,
93842,NET,IVa,
93843,DBH,IVb,
93844,NET,IVb,
93845,DBH,IVc,
93846,NET,IVc,
93847,DBH,IVc,
93848,NET,IVc,
93849,DBH,V,
93850,NET,V,
93851,DBH,VI,
93852,NET,VI,
93853,DBH,I,
93854,NET,I,
93855,DBH,II,
93856,NET,II,
93857,DBH,III,
93858,NET,III,
93859,DBH,IVa,
93860,NET,IVa,
93861,DBH,IVb,
93862,NET,IVb,
93863,DBH,IVc,
93864,NET,IVc,
93865,DBH,IVc,
93866,NET,IVc,
93867,DBH,V,
93868,NET,V,
93869,DBH,VI,
93870,NET,VI,
93871,DBH,I,
93872,NET,I,
93873,DBH,II,
93874,NET,II,
93875,DBH,III,
93876,NET,III,
93877,DBH,IVa,
93878,NET,IVa,
93879,DBH,IVb,
93880,NET,IVb,
93881,DBH,IVc,
93882,NET,IVc,
93883,DBH,IVc,
93884,NET,IVc,
93885,DBH,V,
93886,NET,V,
93887,DBH,VI,
93888,NET,VI,
93889,DBH,I,
93890,NET,I,
93891,DBH,II,
93892,NET,II,
93893,DBH,III,
93894,NET,III,
93895,DBH,IVa,
93896,NET,IVa,
93897,DBH,IVb,
93898,NET,IVb,
93899,DBH,IVc,
93900,NET,IVc,
93901,DBH,IVc,
93902,NET,IVc,
93903,DBH,V,
93904,NET,V,
93905,DBH,VI,
93906,NET,VI,
93907,DBH,I,
93908,NET,I,
93909,DBH,II,
93910,NET,II,
93911,DBH,III,
93912,NET,III,
93913,DBH,IVa,
93914,NET,IVa,
93915,DBH,IVb,
93916,NET,IVb,
93917,DBH,IVc,
93918,NET,IVc,
93919,DBH,IVc,
93920,NET,IVc,
93921,DBH,V,
93922,NET,V,
93923,DBH,VI,
93924,NET,VI,
93925,DBH,I,
93926,NET,I,
93927,DBH,II,
93928,NET,II,
93929,DBH,III,
93930,NET,III,
93931,DBH,IVa,
93932,NET,IVa,
93933,DBH,IVb,
93934,NET,IVb,
93935,DBH,IVc,
93936,NET,IVc,
93937,DBH,IVc,
93938,NET,IVc,
93939,DBH,V,
93940,NET,V,
93941,DBH,VI,
93942,NET,VI,
93943,DBH,I,
93944,NET,I,
93945,DBH,II,
93946,NET,II,
93947,DBH,III,
93948,NET,III,
93949,DBH,IVa,
93950,NET,IVa,
93951,DBH,IVb,
93952,NET,IVb,
93953,DBH,IVc,
93954,NET,IVc,
93955,DBH,IVc,
93956,NET,IVc,
93957,DBH,V,
93958,NET,V,
93959,DBH,VI,
93960,NET,VI,
93961,DBH,I,
93962,NET,I,
93963,DBH,II,
93964,NET,II,
93965,DBH,III,
93966,NET,III,
93967,DBH,IVa,
93968,NET,IVa,
93969,DBH,IVb,
93970,NET,IVb,
93971,DBH,IVc,
93972,NET,IVc,
93973,DBH,IVc,
93974,NET,IVc,
93975,DBH,V,
93976,NET,V,
93977,DBH,VI,
93978,NET,VI,
93979,DBH,I,
93980,NET,I,
93981,DBH,II,
93982,NET,II,
93983,DBH,III,
93984,NET,III,
93985,DBH,IVa,
93986,NET,IVa,
93987,DBH,IVb,
93988,NET,IVb,
93989,DBH,IVc,
93990,NET,IVc,
93991,DBH,IVc,
93992,NET,IVc,
93993,DBH,V,
93994,NET,V,
93995,DBH,VI,
93996,NET,VI,
93997,DBH,I,
93998,NET,I,
93999,DBH,II,
94000,NET,II,
94001,DBH,III,
94002,NET,III,
94003,DBH,IVa,
94004,NET,IVa,
94005,DBH,IVb,
94006,NET,IVb,
94007,DBH,IVc,
94008,NET,IVc,
94009,DBH,IVc,
94010,NET,IVc,
94011,DBH,V,
94012,NET,V,
94013,DBH,VI,
94014,NET,VI,
94015,DBH,I,
94016,NET,I,
94017,DBH,II,
94018,NET,II,
94019,DBH,III,
94020,NET,III,
94021,DBH,IVa,
94022,NET,IVa,
94023,DBH,IVb,
94024,NET,IVb,
94025,DBH,IVc,
94026,NET,IVc,
94027,DBH,IVc,
94028,NET,IVc,
94029,DBH,V,
94030,NET,V,
94031,DBH,VI,
94032,NET,VI,
94033,DBH,I,
94034,NET,I,
94035,DBH,II,
94036,NET,II,
94037,DBH,III,
94038,NET,III,
94039,DBH,IVa,
94040,NET,IVa,
94041,DBH,IVb,
94042,NET,IVb,
94043,DBH,IVc,
94044,NET,IVc,
94045,DBH,IVc,
94046,NET,IVc,
94047,DBH,V,
94048,NET,V,
94049,DBH,VI,
94050,NET,VI,
94051,DBH,I,
94052,NET,I,
94053,DBH,II,
94054,NET,II,
94055,DBH,III,
94056,NET,III,
94057,DBH,IVa,
94058,NET,IVa,
94059,DBH,IVb,
94060,NET,IVb,
94061,DBH,IVc,
94062,NET,IVc,
94063,DBH,IVc,
94064,NET,IVc,
94065,DBH,V,
94066,NET,V,
94067,DBH,VI,
94068,NET,VI,
94069,DBH,I,
94070,NET,I,
94071,DBH,II,
94072,NET,II,
94073,DBH,III,
94074,NET,III,
94075,DBH,IVa,
94076,NET,IVa,
94077,DBH,IVb,
94078,NET,IVb,
94079,DBH,IVc,
94080,NET,IVc,
94081,DBH,IVc,
94082,NET,IVc,
94083,DBH,V,
94084,NET,V,
94085,DBH,VI,
94086,NET,VI,
94087,DBH,I,
94088,NET,I,
94089,DBH,II,
94090,NET,II,
94091,DBH,III,
94092,NET,III,
94093,DBH,IVa,
94094,NET,IVa,
94095,DBH,IVb,
94096,NET,IVb,
94097,DBH,IVc,
94098,NET,IVc,
94099,DBH,IVc,
94100,NET,IVc,
94101,DBH,V,
94102,NET,V,
94103,DBH,VI,
94104,NET,VI,
94105,DBH,I,
94106,NET,I,
94107,DBH,II,
94108,NET,II,
94109,DBH,III,
94110,NET,III,
94111,DBH,IVa,
94112,NET,IVa,
94113,DBH,IVb,
94114,NET,IVb,
94115,DBH,IVc,
94116,NET,IVc,
94117,DBH,IVc,
94118,NET,IVc,
94119,DBH,V,
94120,NET,V,
94121,DBH,VI,
94122,NET,VI,
94123,DBH,I,
94124,NET,I,
94125,DBH,II,
94126,NET,II,
94127,DBH,III,
94128,NET,III,
94129,DBH,IVa,
94130,NET,IVa,
94131,DBH,IVb,
94132,NET,IVb,
94133,DBH,IVc,
94134,NET,IVc,
94135,DBH,IVc,
94136,NET,IVc,
94137,DBH,V,
94138,NET,V,
94139,DBH,VI,
94140,NET,VI,
94141,DBH,I,
94142,NET,I,
94143,DBH,II,
94144,NET,II,
94145,DBH,III,
94146,NET,III,
94147,DBH,IVa,
94148,NET,IVa,
94149,DBH,IVb,
94150,NET,IVb,
94151,DBH,IVc,
94152,NET,IVc,
94153,DBH,IVc,
94154,NET,IVc,
94155,DBH,V,
94156,NET,V,
94157,DBH,VI,
94158,NET,VI,
94159,DBH,I,
94160,NET,I,
94161,DBH,II,
94162,NET,II,
94163,DBH,III,
94164,NET,III,
94165,DBH,IVa,
94166,NET,IVa,
94167,DBH,IVb,
94168,NET,IVb,
94169,DBH,IVc,
94170,NET,IVc,
94171,DBH,IVc,
94172,NET,IVc,
94173,DBH,V,
94174,NET,V,
94175,DBH,VI,
94176,NET,VI,
94177,DBH,I,
94178,NET,I,
94179,DBH,II,
94180,NET,II,
94181,DBH,III,
94182,NET,III,
94183,DBH,IVa,
94184,NET,IVa,
94185,DBH,IVb,
94186,NET,IVb,
94187,DBH,IVc,
94188,NET,IVc,
94189,DBH,IVc,
94190,NET,IVc,
94191,DBH,V,
94192,NET,V,
94193,DBH,VI,
94194,NET,VI,
94195,DBH,I,
94196,NET,I,
94197,DBH,II,
94198,NET,II,
94199,DBH,III,
94200,NET,III,
94201,DBH,IVa,
94202,NET,IVa,
94203,DBH,IVb,
94204,NET,IVb,
94205,DBH,IVc,
94206,NET,IVc,
94207,DBH,IVc,
94208,NET,IVc,
94209,DBH,V,
94210,NET,V,
94211,DBH,VI,
94212,NET,VI,
94213,DBH,I,
94214,NET,I,
94215,DBH,II,
94216,NET,II,
94217,DBH,III,
94218,NET,III,
94219,DBH,IVa,
94220,NET,IVa,
94221,DBH,IVb,
94222,NET,IVb,
94223,DBH,IVc,
94224,NET,IVc,
94225,DBH,IVc,
94226,NET,IVc,
94227,DBH,V,
94228,NET,V,
94229,DBH,VI,
94230,NET,VI,
94231,DBH,I,
94232,NET,I,
94233,DBH,II,
94234,NET,II,
94235,DBH,III,
94236,NET,III,
94237,DBH,IVa,
94238,NET,IVa,
94239,DBH,IVb,
94240,NET,IVb,
94241,DBH,IVc,
94242,NET,IVc,
94243,DBH,IVc,
94244,NET,IVc,
94245,DBH,V,
94246,NET,V,
94247,DBH,VI,
94248,NET,VI,
94249,DBH,I,
94250,NET,I,
94251,DBH,II,
94252,NET,II,
94253,DBH,III,
94254,NET,III,
94255,DBH,IVa,
94256,NET,IVa,
94257,DBH,IVb,
94258,NET,IVb,
94259,DBH,IVc,
94260,NET,IVc,
94261,DBH,IVc,
94262,NET,IVc,
94263,DBH,V,
94264,NET,V,
94265,DBH,VI,
94266,NET,VI,
94267,DBH,I,
94268,NET,I,
94269,DBH,II,
94270,NET,II,
94271,DBH,III,
94272,NET,III,
94273,DBH,IVa,
94274,NET,IVa,
94275,DBH,IVb,
94276,NET,IVb,
94277,DBH,IVc,
94278,NET,IVc,
94279,DBH,IVc,
94280,NET,IVc,
94281,DBH,V,
94282,NET,V,
94283,DBH,VI,
94284,NET,VI,
94285,DBH,I,
94286,NET,I,
94287,DBH,II,
94288,NET,II,
94289,DBH,III,
94290,NET,III,
94291,DBH,IVa,
94292,NET,IVa,
94293,DBH,IVb,
94294,NET,IVb,
94295,DBH,IVc,
94296,NET,IVc,
94297,DBH,IVc,
94298,NET,IVc,
94299,DBH,V,
94300,NET,V,
94301,DBH,VI,
94302,NET,VI,
94303,DBH,I,
94304,NET,I,
94305,DBH,II,
94306,NET,II,
94307,DBH,III,
94308,NET,III,
94309,DBH,IVa,
94310,NET,IVa,
94311,DBH,IVb,
94312,NET,IVb,
94313,DBH,IVc,
94314,NET,IVc,
94315,DBH,IVc,
94316,NET,IVc,
94317,DBH,V,
94318,NET,V,
94319,DBH,VI,
94320,NET,VI,
94321,DBH,I,
94322,NET,I,
94323,DBH,II,
94324,NET,II,
94325,DBH,III,
94326,NET,III,
94327,DBH,IVa,
94328,NET,IVa,
94329,DBH,IVb,
94330,NET,IVb,
94331,DBH,IVc,
94332,NET,IVc,
94333,DBH,IVc,
94334,NET,IVc,
94335,DBH,V,
94336,NET,V,
94337,DBH,VI,
94338,NET,VI,
94339,DBH,I,
94340,NET,I,
94341,DBH,II,
94342,NET,II,
94343,DBH,III,
94344,NET,III,
94345,DBH,IVa,
94346,NET,IVa,
94347,DBH,IVb,
94348,NET,IVb,
94349,DBH,IVc,
94350,NET,IVc,
94351,DBH,IVc,
94352,NET,IVc,
94353,DBH,V,
94354,NET,V,
94355,DBH,VI,
94356,NET,VI,
94357,DBH,I,
94358,NET,I,
94359,DBH,II,
94360,NET,II,
94361,DBH,III,
94362,NET,III,
94363,DBH,IVa,
94364,NET,IVa,
94365,DBH,IVb,
94366,NET,IVb,
94367,DBH,IVc,
94368,NET,IVc,
94369,DBH,IVc,
94370,NET,IVc,
94371,DBH,V,
94372,NET,V,
94373,DBH,VI,
94374,NET,VI,
94375,DBH,I,
94376,NET,I,
94377,DBH,II,
94378,NET,II,
94379,DBH,III,
94380,NET,III,
94381,DBH,IVa,
94382,NET,IVa,
94383,DBH,IVb,
94384,NET,IVb,
94385,DBH,IVc,
94386,NET,IVc,
94387,DBH,IVc,
94388,NET,IVc,
94389,DBH,V,
94390,NET,V,
94391,DBH,VI,
94392,NET,VI,
94393,DBH,I,
94394,NET,I,
94395,DBH,II,
94396,NET,II,
94397,DBH,III,
94398,NET,III,
94399,DBH,IVa,
94400,NET,IVa,
94401,DBH,IVb,
94402,NET,IVb,
94403,DBH,IVc,
94404,NET,IVc,
94405,DBH,IVc,
94406,NET,IVc,
94407,DBH,V,
94408,NET,V,
94409,DBH,VI,
94410,NET,VI,
94411,DBH,I,
94412,NET,I,
94413,DBH,II,
94414,NET,II,
94415,DBH,III,
94416,NET,III,
94417,DBH,IVa,
94418,NET,IVa,
94419,DBH,IVb,
94420,NET,IVb,
94421,DBH,IVc,
94422,NET,IVc,
94423,DBH,IVc,
94424,NET,IVc,
94425,DBH,V,
94426,NET,V,
94427,DBH,VI,
94428,NET,VI,
94429,DBH,I,
94430,NET,I,
94431,DBH,II,
94432,NET,II,
94433,DBH,III,
94434,NET,III,
94435,DBH,IVa,
94436,NET,IVa,
