,area,protein,layer,value
62114,V2,NET,I,
62115,V1,NET,II,
62116,V2,NET,II,
62117,V1,NET,III,
62118,V2,NET,III,
62119,V1,NET,IV,
62120,V2,NET,IV,
62121,V1,NET,V,
62122,V2,NET,V,
62123,V1,NET,VI,
62124,V2,NET,VI,
62125,V1,NET,I,
62126,V2,NET,I,
62127,V1,NET,II,
62128,V2,NET,II,
62129,V1,NET,III,
62130,V2,NET,III,
62131,V1,NET,IV,
62132,V2,NET,IV,
62133,V1,NET,V,
62134,V2,NET,V,
62135,V1,NET,VI,
62136,V2,NET,VI,
62137,V1,NET,I,
62138,V2,NET,I,
62139,V1,NET,II,
62140,V2,NET,II,
62141,V1,NET,III,
62142,V2,NET,III,
62143,V1,NET,IV,
62144,V2,NET,IV,
62145,V1,NET,V,
62146,V2,NET,V,
62147,V1,NET,VI,
62148,V2,NET,VI,
62149,V1,NET,I,
62150,V2,NET,I,
62151,V1,NET,II,
62152,V2,NET,II,
62153,V1,NET,III,
62154,V2,NET,III,
62155,V1,NET,IV,
62156,V2,NET,IV,
62157,V1,NET,V,
62158,V2,NET,V,
62159,V1,NET,VI,
62160,V2,NET,VI,
62161,V1,NET,I,
62162,V2,NET,I,
62163,V1,NET,II,
62164,V2,NET,II,
62165,V1,NET,III,
62166,V2,NET,III,
62167,V1,NET,IV,
62168,V2,NET,IV,
62169,V1,NET,V,
62170,V2,NET,V,
62171,V1,NET,VI,
62172,V2,NET,VI,
62173,V1,NET,I,
62174,V2,NET,I,
62175,V1,NET,II,
62176,V2,NET,II,
62177,V1,NET,III,
62178,V2,NET,III,
62179,V1,NET,IV,
62180,V2,NET,IV,
62181,V1,NET,V,
62182,V2,NET,V,
62183,V1,NET,VI,
62184,V2,NET,VI,
62185,V1,NET,I,
62186,V2,NET,I,
62187,V1,NET,II,
62188,V2,NET,II,
62189,V1,NET,III,
62190,V2,NET,III,
62191,V1,NET,IV,
62192,V2,NET,IV,
62193,V1,NET,V,
62194,V2,NET,V,
62195,V1,NET,VI,
62196,V2,NET,VI,
62197,V1,NET,I,
62198,V2,NET,I,
62199,V1,NET,II,
62200,V2,NET,II,
62201,V1,NET,III,
62202,V2,NET,III,
62203,V1,NET,IV,
62204,V2,NET,IV,
62205,V1,NET,V,
62206,V2,NET,V,
62207,V1,NET,VI,
62208,V2,NET,VI,
62209,V1,NET,I,
62210,V2,NET,I,
62211,V1,NET,II,
62212,V2,NET,II,
62213,V1,NET,III,
62214,V2,NET,III,
62215,V1,NET,IV,
62216,V2,NET,IV,
62217,V1,NET,V,
62218,V2,NET,V,
62219,V1,NET,VI,
62220,V2,NET,VI,
62221,V1,NET,I,
62222,V2,NET,I,
62223,V1,NET,II,
62224,V2,NET,II,
62225,V1,NET,III,
62226,V2,NET,III,
62227,V1,NET,IV,
62228,V2,NET,IV,
62229,V1,NET,V,
62230,V2,NET,V,
62231,V1,NET,VI,
62232,V2,NET,VI,
62233,V1,NET,I,
62234,V2,NET,I,
62235,V1,NET,II,
62236,V2,NET,II,
62237,V1,NET,III,
62238,V2,NET,III,
62239,V1,NET,IV,
62240,V2,NET,IV,
62241,V1,NET,V,
62242,V2,NET,V,
62243,V1,NET,VI,
62244,V2,NET,VI,
62245,V1,NET,I,
62246,V2,NET,I,
62247,V1,NET,II,
62248,V2,NET,II,
62249,V1,NET,III,
62250,V2,NET,III,
62251,V1,NET,IV,
62252,V2,NET,IV,
62253,V1,NET,V,
62254,V2,NET,V,
62255,V1,NET,VI,
62256,V2,NET,VI,
62257,V1,NET,I,
62258,V2,NET,I,
62259,V1,NET,II,
62260,V2,NET,II,
62261,V1,NET,III,
62262,V2,NET,III,
62263,V1,NET,IV,
62264,V2,NET,IV,
62265,V1,NET,V,
62266,V2,NET,V,
62267,V1,NET,VI,
62268,V2,NET,VI,
62269,V1,NET,I,
62270,V2,NET,I,
62271,V1,NET,II,
62272,V2,NET,II,
62273,V1,NET,III,
62274,V2,NET,III,
62275,V1,NET,IV,
62276,V2,NET,IV,
62277,V1,NET,V,
62278,V2,NET,V,
62279,V1,NET,VI,
62280,V2,NET,VI,
62281,V1,NET,I,
62282,V2,NET,I,
62283,V1,NET,II,
62284,V2,NET,II,
62285,V1,NET,III,
62286,V2,NET,III,
62287,V1,NET,IV,
62288,V2,NET,IV,
62289,V1,NET,V,
62290,V2,NET,V,
62291,V1,NET,VI,
62292,V2,NET,VI,
62293,V1,NET,I,
62294,V2,NET,I,
62295,V1,NET,II,
62296,V2,NET,II,
62297,V1,NET,III,
62298,V2,NET,III,
62299,V1,NET,IV,
62300,V2,NET,IV,
62301,V1,NET,V,
62302,V2,NET,V,
62303,V1,NET,VI,
62304,V2,NET,VI,
62305,V1,NET,I,
62306,V2,NET,I,
62307,V1,NET,II,
62308,V2,NET,II,
62309,V1,NET,III,
62310,V2,NET,III,
62311,V1,NET,IV,
62312,V2,NET,IV,
62313,V1,NET,V,
62314,V2,NET,V,
62315,V1,NET,VI,
62316,V2,NET,VI,
62317,V1,NET,I,
62318,V2,NET,I,
62319,V1,NET,II,
62320,V2,NET,II,
62321,V1,NET,III,
62322,V2,NET,III,
62323,V1,NET,IV,
62324,V2,NET,IV,
62325,V1,NET,V,
62326,V2,NET,V,
62327,V1,NET,VI,
62328,V2,NET,VI,
62329,V1,NET,I,
62330,V2,NET,I,
62331,V1,NET,II,
62332,V2,NET,II,
62333,V1,NET,III,
62334,V2,NET,III,
62335,V1,NET,IV,
62336,V2,NET,IV,
62337,V1,NET,V,
62338,V2,NET,V,
62339,V1,NET,VI,
62340,V2,NET,VI,
62341,V1,NET,I,
62342,V2,NET,I,
62343,V1,NET,II,
62344,V2,NET,II,
62345,V1,NET,III,
62346,V2,NET,III,
62347,V1,NET,IV,
62348,V2,NET,IV,
62349,V1,NET,V,
62350,V2,NET,V,
62351,V1,NET,VI,
62352,V2,NET,VI,
62353,V1,NET,I,
62354,V2,NET,I,
62355,V1,NET,II,
62356,V2,NET,II,
62357,V1,NET,III,
62358,V2,NET,III,
62359,V1,NET,IV,
62360,V2,NET,IV,
62361,V1,NET,V,
62362,V2,NET,V,
62363,V1,NET,VI,
62364,V2,NET,VI,
62365,V1,NET,I,
62366,V2,NET,I,
62367,V1,NET,II,
62368,V2,NET,II,
62369,V1,NET,III,
62370,V2,NET,III,
62371,V1,NET,IV,
62372,V2,NET,IV,
62373,V1,NET,V,
62374,V2,NET,V,
62375,V1,NET,VI,
62376,V2,NET,VI,
62377,V1,NET,I,
62378,V2,NET,I,
62379,V1,NET,II,
62380,V2,NET,II,
62381,V1,NET,III,
62382,V2,NET,III,
62383,V1,NET,IV,
62384,V2,NET,IV,
62385,V1,NET,V,
62386,V2,NET,V,
62387,V1,NET,VI,
62388,V2,NET,VI,
62389,V1,NET,I,
62390,V2,NET,I,
62391,V1,NET,II,
62392,V2,NET,II,
62393,V1,NET,III,
62394,V2,NET,III,
62395,V1,NET,IV,
62396,V2,NET,IV,
62397,V1,NET,V,
62398,V2,NET,V,
62399,V1,NET,VI,
62400,V2,NET,VI,
62401,V1,NET,I,
62402,V2,NET,I,
62403,V1,NET,II,
62404,V2,NET,II,
62405,V1,NET,III,
62406,V2,NET,III,
62407,V1,NET,IV,
62408,V2,NET,IV,
62409,V1,NET,V,
62410,V2,NET,V,
62411,V1,NET,VI,
62412,V2,NET,VI,
62413,V1,NET,I,
62414,V2,NET,I,
62415,V1,NET,II,
62416,V2,NET,II,
62417,V1,NET,III,
62418,V2,NET,III,
62419,V1,NET,IV,
62420,V2,NET,IV,
62421,V1,NET,V,
62422,V2,NET,V,
62423,V1,NET,VI,
62424,V2,NET,VI,
62425,V1,NET,I,
62426,V2,NET,I,
62427,V1,NET,II,
62428,V2,NET,II,
62429,V1,NET,III,
62430,V2,NET,III,
62431,V1,NET,IV,
62432,V2,NET,IV,
62433,V1,NET,V,
62434,V2,NET,V,
62435,V1,NET,VI,
62436,V2,NET,VI,
62437,V1,NET,I,
62438,V2,NET,I,
62439,V1,NET,II,
62440,V2,NET,II,
62441,V1,NET,III,
62442,V2,NET,III,
62443,V1,NET,IV,
62444,V2,NET,IV,
62445,V1,NET,V,
62446,V2,NET,V,
62447,V1,NET,VI,
62448,V2,NET,VI,
62449,V1,NET,I,
62450,V2,NET,I,
62451,V1,NET,II,
62452,V2,NET,II,
62453,V1,NET,III,
62454,V2,NET,III,
62455,V1,NET,IV,
62456,V2,NET,IV,
62457,V1,NET,V,
62458,V2,NET,V,
62459,V1,NET,VI,
62460,V2,NET,VI,
62461,V1,NET,I,
62462,V2,NET,I,
62463,V1,NET,II,
62464,V2,NET,II,
62465,V1,NET,III,
62466,V2,NET,III,
62467,V1,NET,IV,
62468,V2,NET,IV,
62469,V1,NET,V,
62470,V2,NET,V,
62471,V1,NET,VI,
62472,V2,NET,VI,
62473,V1,NET,I,
62474,V2,NET,I,
62475,V1,NET,II,
62476,V2,NET,II,
62477,V1,NET,III,
62478,V2,NET,III,
62479,V1,NET,IV,
62480,V2,NET,IV,
62481,V1,NET,V,
62482,V2,NET,V,
62483,V1,NET,VI,
62484,V2,NET,VI,
62485,V1,NET,I,
62486,V2,NET,I,
62487,V1,NET,II,
62488,V2,NET,II,
62489,V1,NET,III,
62490,V2,NET,III,
62491,V1,NET,IV,
62492,V2,NET,IV,
62493,V1,NET,V,
62494,V2,NET,V,
62495,V1,NET,VI,
62496,V2,NET,VI,
62497,V1,NET,I,
62498,V2,NET,I,
62499,V1,NET,II,
62500,V2,NET,II,
62501,V1,NET,III,
62502,V2,NET,III,
62503,V1,NET,IV,
62504,V2,NET,IV,
62505,V1,NET,V,
62506,V2,NET,V,
62507,V1,NET,VI,
62508,V2,NET,VI,
62509,V1,NET,I,
62510,V2,NET,I,
62511,V1,NET,II,
62512,V2,NET,II,
62513,V1,NET,III,
62514,V2,NET,III,
62515,V1,NET,IV,
62516,V2,NET,IV,
62517,V1,NET,V,
62518,V2,NET,V,
62519,V1,NET,VI,
62520,V2,NET,VI,
62521,V1,NET,I,
62522,V2,NET,I,
62523,V1,NET,II,
62524,V2,NET,II,
62525,V1,NET,III,
62526,V2,NET,III,
62527,V1,NET,IV,
62528,V2,NET,IV,
62529,V1,NET,V,
62530,V2,NET,V,
62531,V1,NET,VI,
62532,V2,NET,VI,
62533,V1,NET,I,
62534,V2,NET,I,
62535,V1,NET,II,
62536,V2,NET,II,
62537,V1,NET,III,
62538,V2,NET,III,
62539,V1,NET,IV,
62540,V2,NET,IV,
62541,V1,NET,V,
62542,V2,NET,V,
62543,V1,NET,VI,
62544,V2,NET,VI,
62545,V1,NET,I,
62546,V2,NET,I,
62547,V1,NET,II,
62548,V2,NET,II,
62549,V1,NET,III,
62550,V2,NET,III,
62551,V1,NET,IV,
62552,V2,NET,IV,
62553,V1,NET,V,
62554,V2,NET,V,
62555,V1,NET,VI,
62556,V2,NET,VI,
62557,V1,NET,I,
62558,V2,NET,I,
62559,V1,NET,II,
62560,V2,NET,II,
62561,V1,NET,III,
62562,V2,NET,III,
62563,V1,NET,IV,
62564,V2,NET,IV,
62565,V1,NET,V,
62566,V2,NET,V,
62567,V1,NET,VI,
62568,V2,NET,VI,
62569,V1,NET,I,
62570,V2,NET,I,
62571,V1,NET,II,
62572,V2,NET,II,
62573,V1,NET,III,
62574,V2,NET,III,
62575,V1,NET,IV,
62576,V2,NET,IV,
62577,V1,NET,V,
62578,V2,NET,V,
62579,V1,NET,VI,
62580,V2,NET,VI,
62581,V1,NET,I,
62582,V2,NET,I,
62583,V1,NET,II,
62584,V2,NET,II,
62585,V1,NET,III,
62586,V2,NET,III,
62587,V1,NET,IV,
62588,V2,NET,IV,
62589,V1,NET,V,
62590,V2,NET,V,
62591,V1,NET,VI,
62592,V2,NET,VI,
62593,V1,NET,I,
62594,V2,NET,I,
62595,V1,NET,II,
62596,V2,NET,II,
62597,V1,NET,III,
62598,V2,NET,III,
62599,V1,NET,IV,
62600,V2,NET,IV,
62601,V1,NET,V,
62602,V2,NET,V,
62603,V1,NET,VI,
62604,V2,NET,VI,
62605,V1,NET,I,
62606,V2,NET,I,
62607,V1,NET,II,
62608,V2,NET,II,
62609,V1,NET,III,
62610,V2,NET,III,
62611,V1,NET,IV,
62612,V2,NET,IV,
62613,V1,NET,V,
62614,V2,NET,V,
62615,V1,NET,VI,
62616,V2,NET,VI,
62617,V1,NET,I,
62618,V2,NET,I,
62619,V1,NET,II,
62620,V2,NET,II,
62621,V1,NET,III,
62622,V2,NET,III,
62623,V1,NET,IV,
62624,V2,NET,IV,
62625,V1,NET,V,
62626,V2,NET,V,
62627,V1,NET,VI,
62628,V2,NET,VI,
62629,V1,NET,I,
62630,V2,NET,I,
62631,V1,NET,II,
62632,V2,NET,II,
62633,V1,NET,III,
62634,V2,NET,III,
62635,V1,NET,IV,
62636,V2,NET,IV,
62637,V1,NET,V,
62638,V2,NET,V,
62639,V1,NET,VI,
62640,V2,NET,VI,
62641,V1,NET,I,
62642,V2,NET,I,
62643,V1,NET,II,
62644,V2,NET,II,
62645,V1,NET,III,
62646,V2,NET,III,
62647,V1,NET,IV,
62648,V2,NET,IV,
62649,V1,NET,V,
62650,V2,NET,V,
62651,V1,NET,VI,
62652,V2,NET,VI,
62653,V1,NET,I,
62654,V2,NET,I,
62655,V1,NET,II,
62656,V2,NET,II,
62657,V1,NET,III,
62658,V2,NET,III,
62659,V1,NET,IV,
62660,V2,NET,IV,
62661,V1,NET,V,
62662,V2,NET,V,
62663,V1,NET,VI,
62664,V2,NET,VI,
62665,V1,NET,I,
62666,V2,NET,I,
62667,V1,NET,II,
62668,V2,NET,II,
62669,V1,NET,III,
62670,V2,NET,III,
62671,V1,NET,IV,
62672,V2,NET,IV,
62673,V1,NET,V,
62674,V2,NET,V,
62675,V1,NET,VI,
62676,V2,NET,VI,
62677,V1,NET,I,
62678,V2,NET,I,
62679,V1,NET,II,
62680,V2,NET,II,
62681,V1,NET,III,
62682,V2,NET,III,
62683,V1,NET,IV,
62684,V2,NET,IV,
62685,V1,NET,V,
62686,V2,NET,V,
62687,V1,NET,VI,
62688,V2,NET,VI,
62689,V1,NET,I,
62690,V2,NET,I,
62691,V1,NET,II,
62692,V2,NET,II,
62693,V1,NET,III,
62694,V2,NET,III,
62695,V1,NET,IV,
62696,V2,NET,IV,
62697,V1,NET,V,
62698,V2,NET,V,
62699,V1,NET,VI,
62700,V2,NET,VI,
62701,V1,NET,I,
62702,V2,NET,I,
62703,V1,NET,II,
62704,V2,NET,II,
62705,V1,NET,III,
62706,V2,NET,III,
62707,V1,NET,IV,
62708,V2,NET,IV,
62709,V1,NET,V,
62710,V2,NET,V,
62711,V1,NET,VI,
62712,V2,NET,VI,
62713,V1,NET,I,
62714,V2,NET,I,
62715,V1,NET,II,
62716,V2,NET,II,
62717,V1,NET,III,
62718,V2,NET,III,
62719,V1,NET,IV,
62720,V2,NET,IV,
62721,V1,NET,V,
62722,V2,NET,V,
62723,V1,NET,VI,
62724,V2,NET,VI,
62725,V1,NET,I,
62726,V2,NET,I,
62727,V1,NET,II,
62728,V2,NET,II,
62729,V1,NET,III,
62730,V2,NET,III,
62731,V1,NET,IV,
62732,V2,NET,IV,
62733,V1,NET,V,
62734,V2,NET,V,
62735,V1,NET,VI,
62736,V2,NET,VI,
62737,V1,NET,I,
62738,V2,NET,I,
62739,V1,NET,II,
62740,V2,NET,II,
62741,V1,NET,III,
62742,V2,NET,III,
62743,V1,NET,IV,
62744,V2,NET,IV,
62745,V1,NET,V,
62746,V2,NET,V,
62747,V1,NET,VI,
62748,V2,NET,VI,
62749,V1,NET,I,
62750,V2,NET,I,
62751,V1,NET,II,
62752,V2,NET,II,
62753,V1,NET,III,
62754,V2,NET,III,
62755,V1,NET,IV,
62756,V2,NET,IV,
62757,V1,NET,V,
62758,V2,NET,V,
62759,V1,NET,VI,
62760,V2,NET,VI,
62761,V1,NET,I,
62762,V2,NET,I,
62763,V1,NET,II,
62764,V2,NET,II,
62765,V1,NET,III,
62766,V2,NET,III,
62767,V1,NET,IV,
62768,V2,NET,IV,
62769,V1,NET,V,
62770,V2,NET,V,
62771,V1,NET,VI,
62772,V2,NET,VI,
62773,V1,NET,I,
62774,V2,NET,I,
62775,V1,NET,II,
62776,V2,NET,II,
62777,V1,NET,III,
62778,V2,NET,III,
62779,V1,NET,IV,
62780,V2,NET,IV,
62781,V1,NET,V,
62782,V2,NET,V,
62783,V1,NET,VI,
62784,V2,NET,VI,
62785,V1,NET,I,
62786,V2,NET,I,
62787,V1,NET,II,
62788,V2,NET,II,
62789,V1,NET,III,
62790,V2,NET,III,
62791,V1,NET,IV,
62792,V2,NET,IV,
62793,V1,NET,V,
62794,V2,NET,V,
62795,V1,NET,VI,
62796,V2,NET,VI,
62797,V1,NET,I,
62798,V2,NET,I,
62799,V1,NET,II,
62800,V2,NET,II,
62801,V1,NET,III,
62802,V2,NET,III,
62803,V1,NET,IV,
62804,V2,NET,IV,
62805,V1,NET,V,
62806,V2,NET,V,
62807,V1,NET,VI,
62808,V2,NET,VI,
62809,V1,NET,I,
62810,V2,NET,I,
62811,V1,NET,II,
62812,V2,NET,II,
62813,V1,NET,III,
62814,V2,NET,III,
62815,V1,NET,IV,
62816,V2,NET,IV,
62817,V1,NET,V,
62818,V2,NET,V,
62819,V1,NET,VI,
62820,V2,NET,VI,
62821,V1,NET,I,
62822,V2,NET,I,
62823,V1,NET,II,
62824,V2,NET,II,
62825,V1,NET,III,
62826,V2,NET,III,
62827,V1,NET,IV,
62828,V2,NET,IV,
62829,V1,NET,V,
62830,V2,NET,V,
62831,V1,NET,VI,
62832,V2,NET,VI,
62833,V1,NET,I,
62834,V2,NET,I,
62835,V1,NET,II,
62836,V2,NET,II,
62837,V1,NET,III,
62838,V2,NET,III,
62839,V1,NET,IV,
62840,V2,NET,IV,
62841,V1,NET,V,
62842,V2,NET,V,
62843,V1,NET,VI,
62844,V2,NET,VI,
62845,V1,NET,I,
62846,V2,NET,I,
62847,V1,NET,II,
62848,V2,NET,II,
62849,V1,NET,III,
62850,V2,NET,III,
62851,V1,NET,IV,
62852,V2,NET,IV,
62853,V1,NET,V,
62854,V2,NET,V,
62855,V1,NET,VI,
62856,V2,NET,VI,
62857,V1,NET,I,
62858,V2,NET,I,
62859,V1,NET,II,
62860,V2,NET,II,
62861,V1,NET,III,
62862,V2,NET,III,
62863,V1,NET,IV,
62864,V2,NET,IV,
62865,V1,NET,V,
62866,V2,NET,V,
62867,V1,NET,VI,
62868,V2,NET,VI,
62869,V1,NET,I,
62870,V2,NET,I,
62871,V1,NET,II,
62872,V2,NET,II,
62873,V1,NET,III,
62874,V2,NET,III,
62875,V1,NET,IV,
62876,V2,NET,IV,
62877,V1,NET,V,
62878,V2,NET,V,
62879,V1,NET,VI,
62880,V2,NET,VI,
62881,V1,NET,I,
62882,V2,NET,I,
62883,V1,NET,II,
62884,V2,NET,II,
62885,V1,NET,III,
62886,V2,NET,III,
62887,V1,NET,IV,
62888,V2,NET,IV,
62889,V1,NET,V,
62890,V2,NET,V,
62891,V1,NET,VI,
62892,V2,NET,VI,
62893,V1,NET,I,
62894,V2,NET,I,
62895,V1,NET,II,
62896,V2,NET,II,
62897,V1,NET,III,
62898,V2,NET,III,
62899,V1,NET,IV,
62900,V2,NET,IV,
62901,V1,NET,V,
62902,V2,NET,V,
62903,V1,NET,VI,
62904,V2,NET,VI,
62905,V1,NET,I,
62906,V2,NET,I,
62907,V1,NET,II,
62908,V2,NET,II,
62909,V1,NET,III,
62910,V2,NET,III,
62911,V1,NET,IV,
62912,V2,NET,IV,
62913,V1,NET,V,
62914,V2,NET,V,
62915,V1,NET,VI,
62916,V2,NET,VI,
62917,V1,NET,I,
62918,V2,NET,I,
62919,V1,NET,II,
62920,V2,NET,II,
62921,V1,NET,III,
62922,V2,NET,III,
62923,V1,NET,IV,
62924,V2,NET,IV,
62925,V1,NET,V,
62926,V2,NET,V,
62927,V1,NET,VI,
62928,V2,NET,VI,
62929,V1,NET,I,
62930,V2,NET,I,
62931,V1,NET,II,
62932,V2,NET,II,
62933,V1,NET,III,
62934,V2,NET,III,
62935,V1,NET,IV,
62936,V2,NET,IV,
62937,V1,NET,V,
62938,V2,NET,V,
62939,V1,NET,VI,
62940,V2,NET,VI,
62941,V1,NET,I,
62942,V2,NET,I,
62943,V1,NET,II,
62944,V2,NET,II,
62945,V1,NET,III,
62946,V2,NET,III,
62947,V1,NET,IV,
62948,V2,NET,IV,
62949,V1,NET,V,
62950,V2,NET,V,
62951,V1,NET,VI,
62952,V2,NET,VI,
62953,V1,NET,I,
62954,V2,NET,I,
62955,V1,NET,II,
62956,V2,NET,II,
62957,V1,NET,III,
62958,V2,NET,III,
62959,V1,NET,IV,
62960,V2,NET,IV,
62961,V1,NET,V,
62962,V2,NET,V,
62963,V1,NET,VI,
62964,V2,NET,VI,
62965,V1,NET,I,
62966,V2,NET,I,
62967,V1,NET,II,
62968,V2,NET,II,
62969,V1,NET,III,
62970,V2,NET,III,
62971,V1,NET,IV,
62972,V2,NET,IV,
62973,V1,NET,V,
62974,V2,NET,V,
62975,V1,NET,VI,
62976,V2,NET,VI,
62977,V1,NET,I,
62978,V2,NET,I,
62979,V1,NET,II,
62980,V2,NET,II,
62981,V1,NET,III,
62982,V2,NET,III,
62983,V1,NET,IV,
62984,V2,NET,IV,
62985,V1,NET,V,
62986,V2,NET,V,
62987,V1,NET,VI,
62988,V2,NET,VI,
62989,V1,NET,I,
62990,V2,NET,I,
62991,V1,NET,II,
62992,V2,NET,II,
62993,V1,NET,III,
62994,V2,NET,III,
62995,V1,NET,IV,
62996,V2,NET,IV,
62997,V1,NET,V,
62998,V2,NET,V,
62999,V1,NET,VI,
63000,V2,NET,VI,
63001,V1,NET,I,
63002,V2,NET,I,
63003,V1,NET,II,
63004,V2,NET,II,
63005,V1,NET,III,
63006,V2,NET,III,
63007,V1,NET,IV,
63008,V2,NET,IV,
63009,V1,NET,V,
63010,V2,NET,V,
63011,V1,NET,VI,
63012,V2,NET,VI,
63013,V1,NET,I,
63014,V2,NET,I,
63015,V1,NET,II,
63016,V2,NET,II,
63017,V1,NET,III,
63018,V2,NET,III,
63019,V1,NET,IV,
63020,V2,NET,IV,
63021,V1,NET,V,
63022,V2,NET,V,
63023,V1,NET,VI,
63024,V2,NET,VI,
63025,V1,NET,I,
63026,V2,NET,I,
63027,V1,NET,II,
63028,V2,NET,II,
63029,V1,NET,III,
63030,V2,NET,III,
63031,V1,NET,IV,
63032,V2,NET,IV,
63033,V1,NET,V,
63034,V2,NET,V,
63035,V1,NET,VI,
63036,V2,NET,VI,
63037,V1,NET,I,
63038,V2,NET,I,
63039,V1,NET,II,
63040,V2,NET,II,
63041,V1,NET,III,
63042,V2,NET,III,
63043,V1,NET,IV,
63044,V2,NET,IV,
63045,V1,NET,V,
63046,V2,NET,V,
63047,V1,NET,VI,
63048,V2,NET,VI,
63049,V1,NET,I,
63050,V2,NET,I,
63051,V1,NET,II,
63052,V2,NET,II,
63053,V1,NET,III,
63054,V2,NET,III,
63055,V1,NET,IV,
63056,V2,NET,IV,
63057,V1,NET,V,
63058,V2,NET,V,
63059,V1,NET,VI,
63060,V2,NET,VI,
63061,V1,NET,I,
63062,V2,NET,I,
63063,V1,NET,II,
63064,V2,NET,II,
63065,V1,NET,III,
63066,V2,NET,III,
63067,V1,NET,IV,
63068,V2,NET,IV,
63069,V1,NET,V,
63070,V2,NET,V,
63071,V1,NET,VI,
63072,V2,NET,VI,
63073,V1,NET,I,
63074,V2,NET,I,
63075,V1,NET,II,
63076,V2,NET,II,
63077,V1,NET,III,
63078,V2,NET,III,
63079,V1,NET,IV,
63080,V2,NET,IV,
63081,V1,NET,V,
63082,V2,NET,V,
63083,V1,NET,VI,
63084,V2,NET,VI,
63085,V1,NET,I,
63086,V2,NET,I,
63087,V1,NET,II,
63088,V2,NET,II,
63089,V1,NET,III,
63090,V2,NET,III,
63091,V1,NET,IV,
63092,V2,NET,IV,
63093,V1,NET,V,
63094,V2,NET,V,
63095,V1,NET,VI,
63096,V2,NET,VI,
63097,V1,NET,I,
63098,V2,NET,I,
63099,V1,NET,II,
63100,V2,NET,II,
63101,V1,NET,III,
63102,V2,NET,III,
63103,V1,NET,IV,
63104,V2,NET,IV,
63105,V1,NET,V,
63106,V2,NET,V,
63107,V1,NET,VI,
63108,V2,NET,VI,
63109,V1,NET,I,
63110,V2,NET,I,
63111,V1,NET,II,
63112,V2,NET,II,
63113,V1,NET,III,
63114,V2,NET,III,
63115,V1,NET,IV,
63116,V2,NET,IV,
63117,V1,NET,V,
63118,V2,NET,V,
63119,V1,NET,VI,
63120,V2,NET,VI,
63121,V1,NET,I,
63122,V2,NET,I,
63123,V1,NET,II,
63124,V2,NET,II,
63125,V1,NET,III,
63126,V2,NET,III,
63127,V1,NET,IV,
63128,V2,NET,IV,
63129,V1,NET,V,
63130,V2,NET,V,
63131,V1,NET,VI,
63132,V2,NET,VI,
63133,V1,NET,I,
63134,V2,NET,I,
63135,V1,NET,II,
63136,V2,NET,II,
63137,V1,NET,III,
63138,V2,NET,III,
63139,V1,NET,IV,
63140,V2,NET,IV,
63141,V1,NET,V,
63142,V2,NET,V,
63143,V1,NET,VI,
63144,V2,NET,VI,
63145,V1,NET,I,
63146,V2,NET,I,
63147,V1,NET,II,
63148,V2,NET,II,
63149,V1,NET,III,
63150,V2,NET,III,
63151,V1,NET,IV,
63152,V2,NET,IV,
63153,V1,NET,V,
63154,V2,NET,V,
63155,V1,NET,VI,
63156,V2,NET,VI,
63157,V1,NET,I,
63158,V2,NET,I,
63159,V1,NET,II,
63160,V2,NET,II,
63161,V1,NET,III,
63162,V2,NET,III,
63163,V1,NET,IV,
63164,V2,NET,IV,
63165,V1,NET,V,
63166,V2,NET,V,
63167,V1,NET,VI,
63168,V2,NET,VI,
63169,V1,NET,I,
63170,V2,NET,I,
63171,V1,NET,II,
63172,V2,NET,II,
63173,V1,NET,III,
63174,V2,NET,III,
63175,V1,NET,IV,
63176,V2,NET,IV,
63177,V1,NET,V,
63178,V2,NET,V,
63179,V1,NET,VI,
63180,V2,NET,VI,
63181,V1,NET,I,
63182,V2,NET,I,
63183,V1,NET,II,
63184,V2,NET,II,
63185,V1,NET,III,
63186,V2,NET,III,
63187,V1,NET,IV,
63188,V2,NET,IV,
63189,V1,NET,V,
63190,V2,NET,V,
63191,V1,NET,VI,
63192,V2,NET,VI,
63193,V1,NET,I,
63194,V2,NET,I,
63195,V1,NET,II,
63196,V2,NET,II,
63197,V1,NET,III,
63198,V2,NET,III,
63199,V1,NET,IV,
63200,V2,NET,IV,
63201,V1,NET,V,
63202,V2,NET,V,
63203,V1,NET,VI,
63204,V2,NET,VI,
63205,V1,NET,I,
63206,V2,NET,I,
63207,V1,NET,II,
63208,V2,NET,II,
63209,V1,NET,III,
63210,V2,NET,III,
63211,V1,NET,IV,
63212,V2,NET,IV,
63213,V1,NET,V,
63214,V2,NET,V,
63215,V1,NET,VI,
63216,V2,NET,VI,
63217,V1,NET,I,
63218,V2,NET,I,
63219,V1,NET,II,
63220,V2,NET,II,
63221,V1,NET,III,
63222,V2,NET,III,
63223,V1,NET,IV,
63224,V2,NET,IV,
63225,V1,NET,V,
63226,V2,NET,V,
63227,V1,NET,VI,
63228,V2,NET,VI,
63229,V1,NET,I,
63230,V2,NET,I,
63231,V1,NET,II,
63232,V2,NET,II,
63233,V1,NET,III,
63234,V2,NET,III,
63235,V1,NET,IV,
63236,V2,NET,IV,
63237,V1,NET,V,
63238,V2,NET,V,
63239,V1,NET,VI,
63240,V2,NET,VI,
63241,V1,NET,I,
63242,V2,NET,I,
63243,V1,NET,II,
63244,V2,NET,II,
63245,V1,NET,III,
63246,V2,NET,III,
63247,V1,NET,IV,
